Target ID,Target Name,Priority Number,High Priority Start Date,High Priority End Date,Site Center WKT,Site Shape WKT,Number of Desired Observations,Mode,Swath Scale,Scan Direction,Glint Check,Rotate Target,Ascending Centroid WKT,Ascending Polygon WKT,Ascending Along,Ascending Across,Descending Centroid WKT,Descending Polygon WKT,Descending Along,Descending Across
fossil0140,fossil_Chios_Turkey,201,,,POINT(29.04675000000003 40.19208000000003),"POLYGON((28.57948073383727 39.83089182431041,28.57451005526738 40.5513396149548,29.51898994473268 40.5513396149548,29.51401926616279 39.83089182431041,28.57948073383727 39.83089182431041))",5,Area Mapping Mode,1,0,1,1,POINT(29.051401 40.194828),"POLYGON((28.814138 39.769627,28.453535 40.123623,29.291656 40.619537,29.650497 40.262951,28.814138 39.769627))",90,50,POINT(29.051401 40.189332),"POLYGON((28.452364 40.257507,28.81123 40.614063,29.649208 40.118073,29.28858 39.764111,28.452364 40.257507))",90,50
fossil0141,fossil_Naples_Italy,202,,,POINT(14.25226000000004 40.84014000000008),"POLYGON((13.78052752756346 40.4789706096864,13.77539268399505 41.19933688646658,14.72912731600502 41.19933688646658,14.72399247243661 40.4789706096864,13.78052752756346 40.4789706096864))",4,Area Mapping Mode,1,0,1,1,POINT(14.533109 40.998854),"POLYGON((14.282954 40.576984,13.926387 40.935852,14.786484 41.420177,15.140963 41.058666,14.282954 40.576984))",90,50,POINT(14.37226 40.97014),"POLYGON((13.76473 41.0303,14.119419 41.391609,14.978654 40.906796,14.621889 40.548126,13.76473 41.0303))",90,50
fossil0142,fossil_Guadalajara_Mexico,203,,,POINT(-103.35104 20.68758000000003),"POLYGON((-103.7340718120712 20.32585841064977,-103.7358895332921 21.04843115464374,-102.9661904667078 21.04843115464374,-102.9680081879287 20.32585841064977,-103.7340718120712 20.32585841064977))",3,Area Mapping Mode,1,0,1,1,POINT(-103.348043 20.691089),"POLYGON((-103.430016 20.235075,-103.80481 20.514889,-103.265579 21.147064,-102.890221 20.866083,-103.430016 20.235075))",90,50,POINT(-103.348043 20.684071),"POLYGON((-103.805832 20.859095,-103.430473 21.140051,-102.891312 20.507841,-103.266106 20.228052,-103.805832 20.859095))",90,50
fossil0143,fossil_Kaoshsiung_Taiwan,204,,,POINT(120.31226 22.62014000000005),"POLYGON((119.9241888198332 22.25845796840402,119.9221563925252 22.98086231927072,120.7023636074748 22.98086231927072,120.7003311801668 22.25845796840402,119.9241888198332 22.25845796840402))",3,Area Mapping Mode,1,0,1,1,POINT(120.538076 22.863398),"POLYGON((120.447586 22.408566,120.071609 22.693472,120.629173 23.318178,121.005707 23.031961,120.447586 22.408566))",90,50,POINT(120.44226 22.75014),"POLYGON((119.975174 22.919065,120.351654 23.20499,120.908188 22.579859,120.532265 22.295238,119.975174 22.919065))",90,50
fossil0144,fossil_Dhaka_Bangladesh,205,,,POINT(90.39957000000004 23.71323000000007),"POLYGON((90.00839097654466 23.35157243757066,90.00623108280752 24.07387632343744,90.79290891719256 24.07387632343744,90.79074902345542 23.35157243757066,90.00839097654466 23.35157243757066))",2,Area Mapping Mode,1,0,1,1,POINT(90.402713 23.716679),"POLYGON((90.308487 23.26239,89.932091 23.549482,90.497597 24.170912,90.874542 23.882448,90.308487 23.26239))",90,50,POINT(90.402713 23.709781),"POLYGON((89.930923 23.875587,90.307877 24.164021,90.873299 23.542547,90.496895 23.255484,89.930923 23.875587))",90,50
fossil0145,fossil_Calgary_Canada,206,,,POINT(-114.06301 51.04532000000006),"POLYGON((-114.6290037139977 50.68438145855307,-114.6378347582616 51.40345263381045,-113.4881852417383 51.40345263381045,-113.4970162860022 50.68438145855307,-114.6290037139977 50.68438145855307))",4,Area Mapping Mode,1,0,1,1,POINT(-114.055994 51.046166),"POLYGON((-114.616539 50.748077,-114.756943 51.188442,-113.48822 51.341537,-113.359398 50.899723,-114.616539 50.748077))",90,50,POINT(-114.055994 51.044473),"POLYGON((-114.752869 50.898594,-114.623138 51.340305,-113.354782 51.18618,-113.496078 50.74593,-114.752869 50.898594))",90,50
fossil0146,fossil_Pittsburgh_USA,207,,,POINT(-79.99733999999995 40.43851000000006),"POLYGON((-80.46628935310258 40.07732899816616,-80.47132174679173 40.79774582876508,-79.52335825320817 40.79774582876508,-79.52839064689732 40.07732899816616,-80.46628935310258 40.07732899816616))",8,Area Mapping Mode,1,0,1,1,POINT(-79.992652 40.441239),"POLYGON((-80.233765 40.017021,-80.593208 40.37249,-79.748474 40.864948,-79.3909 40.506874,-80.233765 40.017021))",90,50,POINT(-79.992653 40.435781),"POLYGON((-80.59436 40.501419,-80.236809 40.859493,-79.392151 40.367027,-79.751564 40.011562,-80.59436 40.501419))",90,50
fossil0147,fossil_Austin_USA,208,,,POINT(-97.74298999999996 30.26759000000004),"POLYGON((-98.1571682609012 29.9061044739201,-98.1602084892811 30.62773608159921,-97.32577151071882 30.62773608159921,-97.32881173909873 29.9061044739201,-98.1571682609012 29.9061044739201))",4,Area Mapping Mode,1,0,1,1,POINT(-97.739419 30.270855),"POLYGON((-97.87114 29.822695,-98.249115 30.130167,-97.606491 30.718882,-97.228271 30.409563,-97.87114 29.822695))",90,50,POINT(-97.73942 30.264324),"POLYGON((-98.250504 30.403116,-97.872238 30.712372,-97.22979 30.123554,-97.607803 29.816143,-98.250504 30.403116))",90,50
fossil0148,fossil_Amman_Jordan,209,,,POINT(35.94042000000007 31.95180000000005),"POLYGON((35.51897075713185 31.59036377177461,35.51566401687791 32.31180597217597,36.36517598312224 32.31180597217597,36.36186924286829 31.59036377177461,35.51897075713185 31.59036377177461))",4,Area Mapping Mode,1,0,1,1,POINT(35.944131 31.955003),"POLYGON((35.799595 31.509205,35.422123 31.82309,36.090076 32.400635,36.467628 32.084774,35.799595 31.509205))",90,50,POINT(35.94413 31.948596),"POLYGON((35.420685 32.078415,35.798252 32.394241,36.466084 31.816635,36.0886 31.502785,35.420685 32.078415))",90,50
fossil0149,fossil_Salt_Lake_City_USA,3,,,POINT(-111.88822 40.76031000000006),"POLYGON((-112.3593948040455 40.39913830999709,-112.3645090969665 41.11951464415647,-111.4119309030335 41.11951464415647,-111.4170451959545 40.39913830999709,-112.3593948040455 40.39913830999709))",4,Area Mapping Mode,1,0,1,1,POINT(-111.883484 40.763013),"POLYGON((-112.129723 40.340115,-112.487579 40.697514,-111.634094 41.185383,-111.278229 40.825356,-112.129723 40.340115))",90,50,POINT(-111.883484 40.757607),"POLYGON((-112.488693 40.81995,-112.132851 41.179977,-111.279442 40.692108,-111.637268 40.334709,-112.488693 40.81995))",90,50
fossil0150,fossil_Medina_Saudi_Arabia,211,,,POINT(39.60641000000004 24.46728000000007),"POLYGON((39.21297411750311 24.1056401325987,39.21072351218024 24.82787261317303,40.00209648781984 24.82787261317303,39.99984588249697 24.1056401325987,39.21297411750311 24.1056401325987))",2,Area Mapping Mode,1,0,1,1,POINT(39.609594 24.470712),"POLYGON((39.511913 24.016933,39.135143 24.306015,39.707981 24.924427,40.085281 24.633924,39.511913 24.016933))",90,50,POINT(39.609594 24.463848),"POLYGON((39.133942 24.627079,39.51123 24.917566,40.084011 24.299133,39.707249 24.010067,39.133942 24.627079))",90,50
fossil0151,fossil_Adelaide_Australia,212,,,POINT(138.5998000000001 -34.92584999999997),"POLYGON((138.1600924295792 -35.28559790214575,138.1639224948306 -34.56450335739547,139.0356775051696 -34.56450335739547,139.0395075704209 -35.28559790214575,138.1600924295792 -35.28559790214575))",2,Area Mapping Mode,1,0,1,1,POINT(138.767339 -34.796665),"POLYGON((138.595459 -35.237156,138.220703 -34.909023,138.937393 -34.355934,139.312469 -34.68187,138.595459 -35.237156))",90,50,POINT(138.767911 -35.054766),"POLYGON((138.220535 -34.941658,138.595306 -34.614567,139.316788 -35.165409,138.942383 -35.494717,138.220535 -34.941658))",90,50
fossil0152,fossil_Warsaw_Poland,213,,,POINT(21.01037000000002 52.23560000000003),"POLYGON((20.42955634677949 51.87467548625531,20.42009625309859 52.59359818852742,21.60064374690145 52.59359818852742,21.59118365322055 51.87467548625531,20.42955634677949 51.87467548625531))",8,Area Mapping Mode,1,0,1,1,POINT(21.027704 52.245634),"POLYGON((20.373791 52.016187,20.361559 52.465276,21.688358 52.471433,21.687235 52.02228,20.373791 52.016187))",90,50,POINT(21.027704 52.245566),"POLYGON((20.368183 52.022199,20.367042 52.471353,21.69384 52.465219,21.681625 52.016126,20.368183 52.022199))",90,50
fossil0153,fossil_Omsk_Russia,214,,,POINT(73.36476000000005 54.99471000000005),"POLYGON((72.74532332621322 54.63380189182949,72.73415541226115 55.35238611138777,73.99536458773895 55.35238611138777,73.98419667378687 54.63380189182949,72.74532332621322 54.63380189182949))",3,Area Mapping Mode,1,0,1,1,POINT(73.38259 55.004744),"POLYGON((72.684873 54.775102,72.671057 55.224188,74.08827 55.230345,74.086309 54.781194,72.684873 54.775102))",90,50,POINT(73.38259 55.004676),"POLYGON((72.678877 54.781114,72.676901 55.230268,74.094114 55.22413,74.08032 54.775045,72.678877 54.781114))",90,50
fossil0154,fossil_Astana_Kazakhstan,215,,,POINT(71.42830000000004 51.12771000000004),"POLYGON((70.8613127695489 50.76677254914924,70.85243999830209 51.48583340754745,72.00416000169795 51.48583340754745,71.99528723045117 50.76677254914924,70.8613127695489 50.76677254914924))",3,Area Mapping Mode,1,0,1,1,POINT(71.435342 51.128512),"POLYGON((70.869049 50.833996,70.735435 51.275227,72.008865 51.420258,72.130753 50.977646,70.869049 50.833996))",90,50,POINT(71.435342 51.126908),"POLYGON((70.739937 50.97607,70.861862 51.418678,72.135239 51.273598,72.001587 50.832371,70.739937 50.97607))",90,50
fossil0155,fossil_Maebashi_Japan,216,,,POINT(139.0634184300001 36.38949739100008),"POLYGON((138.6196212894588 36.02819530104563,138.6155048468693 36.74911349431289,139.5113320131309 36.74911349431289,139.5072155705413 36.02819530104563,138.6196212894588 36.02819530104563))",3,Area Mapping Mode,1,0,1,1,POINT(139.067576 36.392493),"POLYGON((138.880585 35.955387,138.508087 36.288864,139.256683 36.829304,139.62854 36.493507,138.880585 35.955387))",90,50,POINT(139.067575 36.386501),"POLYGON((138.506653 36.487522,138.878479 36.823315,139.627029 36.282867,139.254547 35.949394,138.506653 36.487522))",90,50
fossil0156,fossil_Tabriz_Iran,217,,,POINT(46.29190000000006 38.08000000000004),"POLYGON((45.83821293639852 37.71874911426097,45.8337380502353 38.43946008958064,46.75006194976481 38.43946008958064,46.74558706360159 37.71874911426097,45.83821293639852 37.71874911426097))",4,Area Mapping Mode,1,0,1,1,POINT(46.296262 38.082896),"POLYGON((46.088818 37.650429,45.720428 37.992569,46.506172 38.514996,46.873497 38.170406,46.088818 37.650429))",90,50,POINT(46.296262 38.077104),"POLYGON((45.719082 38.164654,46.086414 38.509216,46.87204 37.986736,46.503643 37.644623,45.719082 38.164654))",90,50
fossil0157,fossil_Ahmadabad_India,218,,,POINT(72.60025000000007 23.02777000000003),"POLYGON((72.21104215840745 22.66609692454589,72.20896273546134 23.38846423952132,72.9915372645388 23.38846423952132,72.9894578415927 22.66609692454589,72.21104215840745 22.66609692454589))",2,Area Mapping Mode,1,0,1,1,POINT(72.603358 23.031233),"POLYGON((72.512123 22.576509,72.136078 22.861858,72.695213 23.485905,73.071808 23.199232,72.512123 22.576509))",90,50,POINT(72.603358 23.024307),"POLYGON((72.134964 23.192387,72.511604 23.478994,73.07058 22.854853,72.694496 22.569567,72.134964 23.192387))",90,50
fossil0158,fossil_Sohag_Egypt,219,,,POINT(31.69545000000005 26.55513000000008),"POLYGON((31.29526163914551 26.19354228823396,31.29274682637046 26.91556855670188,32.09815317362964 26.91556855670188,32.09563836085459 26.19354228823396,31.29526163914551 26.19354228823396))",2,Area Mapping Mode,1,0,1,1,POINT(31.698758 26.558509),"POLYGON((31.590361 26.106392,31.212811 26.401499,31.808014 27.010542,32.186031 26.713865,31.590361 26.106392))",90,50,POINT(31.698757 26.55175),"POLYGON((31.211536 26.707165,31.589575 27.003796,32.18465 26.394684,31.807081 26.099621,31.211536 26.707165))",90,50
fossil0159,fossil_Munich_Germany,136,,,POINT(11.57754000000006 48.13641000000007),"POLYGON((11.043837058457 47.77542292932183,11.03632852963423 48.49486131462268,12.11875147036588 48.49486131462268,12.11124294154311 47.77542292932183,11.043837058457 47.77542292932183))",2,Area Mapping Mode,1,0,1,1,POINT(11.583732 48.138171),"POLYGON((11.161444 47.772293,10.893904 48.184196,12.01207 48.50248,12.272269 48.088024,11.161444 47.772293))",90,50,POINT(11.583731 48.134648),"POLYGON((10.895196 48.084766,11.155741 48.499123,12.27355 48.180408,12.005675 47.768608,10.895196 48.084766))",90,50
fossil0160,fossil_Ahvaz_Iran,221,,,POINT(48.66930000000008 31.32030000000003),"POLYGON((48.25064922699363 30.9588451239836,48.24744472305474 31.68035903125548,49.09115527694541 31.68035903125548,49.08795077300653 30.9588451239836,48.25064922699363 30.9588451239836))",3,Area Mapping Mode,1,0,1,1,POINT(48.672957 31.323528),"POLYGON((48.533436 30.876789,48.155689 31.18819,48.813808 31.770113,49.1917 31.456785,48.533436 30.876789))",90,50,POINT(48.672956 31.317072),"POLYGON((48.154247 31.450333,48.53212 31.763659,49.190186 31.181732,48.812462 30.870333,48.154247 31.450333))",90,50
fossil0161,fossil_Baabda_Lebanon,222,,,POINT(35.96785000000006 34.51451000000003),"POLYGON((35.534096992207 34.15315085428782,35.53034376282915 34.87429438308867,36.40535623717096 34.87429438308867,36.40160300779311 34.15315085428782,35.534096992207 34.15315085428782))",4,Area Mapping Mode,1,0,1,1,POINT(36.08785 34.39451),"POLYGON((35.921745 33.952965,35.546181 34.277092,36.255714 34.835827,36.631027 34.509533,35.921745 33.952965))",90,50,POINT(36.255609 34.288377),"POLYGON((35.713333 34.404087,36.088779 34.729908,36.796379 34.170284,36.420696 33.846622,35.713333 34.404087))",90,50
fossil0162,fossil_Rostov-on-Don_Russia,223,,,POINT(39.71676000000008 47.22691000000003),"POLYGON((39.19213893391324 46.86590423970592,39.18499100543255 47.58545829598945,40.24852899456761 47.58545829598945,40.24138106608692 46.86590423970592,39.19213893391324 46.86590423970592))",8,Area Mapping Mode,1,0,1,1,POINT(39.722729 47.228845),"POLYGON((39.330864 46.851311,39.042686 47.25528,40.120209 47.605022,40.402039 47.198391,39.330864 46.851311))",90,50,POINT(39.722728 47.224974),"POLYGON((39.043442 47.194756,39.325562 47.601292,40.402737 47.251175,40.114285 46.847305,39.043442 47.194756))",90,50
fossil0163,fossil_Prague_Czech_Republic,224,,,POINT(14.43302000000006 50.07913000000008),"POLYGON((13.87833752012821 49.71817742854763,13.86997711182434 50.4373699803516,14.99606288817577 50.4373699803516,14.9877024798719 49.71817742854763,13.87833752012821 49.71817742854763))",9,Area Mapping Mode,1,0,1,1,POINT(14.439741 50.080383),"POLYGON((13.935969 49.750805,13.735662 50.18108,14.950464 50.407753,15.140806 49.975445,13.935969 49.750805))",90,50,POINT(14.439741 50.077876),"POLYGON((13.738695 49.972984,13.929099 50.405281,15.143799 50.178524,14.943433 49.748264,13.738695 49.972984))",90,50
fossil0164,fossil_San_Cristobal_Dominican_Republic,225,,,POINT(-70.09999999999997 18.41667000000007),"POLYGON((-70.47781442165007 18.0549085766818,-70.4793951117736 18.77766325288781,-69.72060488822633 18.77766325288781,-69.72218557834987 18.0549085766818,-70.47781442165007 18.0549085766818))",4,Area Mapping Mode,1,0,1,1,POINT(-70.2 18.51667),"POLYGON((-70.274727 18.05971,-70.648262 18.335056,-70.124878 18.973602,-69.750786 18.697226,-70.274727 18.05971))",90,50,POINT(-70.283305 18.639972),"POLYGON((-70.732979 18.820229,-70.358818 19.096855,-69.834587 18.458649,-70.208199 18.18306,-70.732979 18.820229))",90,50
fossil0165,fossil_Amsterdam_Netherlands,226,,,POINT(4.907880000000034 52.36993000000007),"POLYGON((4.325328839494603 52.00900682704061,4.315794057619257 52.72791285570358,5.499965942380811 52.72791285570358,5.490431160505466 52.00900682704061,4.325328839494603 52.00900682704061))",8,Area Mapping Mode,1,0,1,1,POINT(4.925236 52.379964),"POLYGON((4.269352 52.150507,4.25705 52.5996,5.587914 52.605753,5.586754 52.156599,4.269352 52.150507))",90,50,POINT(4.925236 52.379896),"POLYGON((4.263728 52.156523,4.26255 52.605676,5.593412 52.599539,5.581128 52.15045,4.263728 52.156523))",90,50
fossil0166,fossil_Bucharest_Romania,227,,,POINT(26.10298000000006 44.43429000000003),"POLYGON((25.60364786538 44.07321860693519,25.59747974411565 44.79312873515497,26.60848025588447 44.79312873515497,26.60231213462012 44.07321860693519,25.60364786538 44.07321860693519))",6,Area Mapping Mode,1,0,1,1,POINT(26.108348 44.436632),"POLYGON((25.791231 44.033859,25.46147 44.415825,26.429861 44.838512,26.755646 44.453785,25.791231 44.033859))",90,50,POINT(26.108347 44.431948),"POLYGON((25.461109 44.449272,25.787067 44.833916,26.755161 44.410973,26.425232 44.029095,25.461109 44.449272))",90,50
fossil0167,fossil_Maracaibo_Venezuela,228,,,POINT(-71.59756999999996 10.68769000000003),"POLYGON((-71.96277227234074 10.32585641771357,-71.96363769317348 11.04908724347818,-71.23150230682644 11.04908724347818,-71.23236772765918 10.32585641771357,-71.96277227234074 10.32585641771357))",2,Area Mapping Mode,1,0,1,1,POINT(-71.73757 10.69769),"POLYGON((-71.794512 10.238657,-72.164049 10.502476,-71.680453 11.156713,-71.310549 10.892325,-71.794512 10.238657))",90,50,POINT(-71.790581 10.805816),"POLYGON((-72.217834 11.000322,-71.847862 11.264822,-71.363884 10.610724,-71.733475 10.3468,-72.217834 11.000322))",90,50
fossil0168,fossil_Lahore_Pakistan,229,,,POINT(74.34361000000007 31.54972000000004),"POLYGON((73.92395276506886 31.18827187794354,73.92071144961642 31.90975982734824,74.76650855038372 31.90975982734824,74.76326723493128 31.18827187794354,73.92395276506886 31.18827187794354))",1,Area Mapping Mode,1,0,1,1,POINT(74.347286 31.552939),"POLYGON((74.205978 31.106533,73.828316 31.418819,74.489952 31.999189,74.867737 31.684956,74.205978 31.106533))",90,50,POINT(74.347286 31.546501),"POLYGON((73.826881 31.678551,74.204674 31.99276,74.866211 31.41235,74.488541 31.100086,73.826881 31.678551))",90,50
fossil0169,fossil_Budapest_Hungary,230,,,POINT(19.05508000000003 47.49972000000008),"POLYGON((18.52778141472987 47.13872000078531,18.52052767254438 47.85823933267335,19.58963232745569 47.85823933267335,19.58237858527019 47.13872000078531,18.52778141472987 47.13872000078531))",7,Area Mapping Mode,1,0,1,1,POINT(19.061114 47.501606),"POLYGON((18.660555 47.127308,18.378031 47.5336,19.467415 47.874489,19.743313 47.465561,18.660555 47.127308))",90,50,POINT(19.061113 47.497833),"POLYGON((18.378958 47.46183,18.65489 47.870739,19.74415 47.529785,19.461596 47.123512,18.378958 47.46183))",90,50
fossil0170,fossil_Ashgabat_Turkmenistan,231,,,POINT(58.38333000000006 37.95000000000005),"POLYGON((57.93043321826156 37.58874519882993,57.92598703568382 38.30947222878655,58.8406729643163 38.30947222878655,58.83622678173856 37.58874519882994,57.93043321826156 37.58874519882993))",5,Area Mapping Mode,1,0,1,1,POINT(58.387676 37.952904),"POLYGON((58.1819 37.520046,57.813141 37.861496,58.59589 38.385399,58.963623 38.041512,58.1819 37.520046))",90,50,POINT(58.387675 37.947096),"POLYGON((57.811783 38.035732,58.179512 38.379601,58.962158 37.855663,58.593403 37.514229,57.811783 38.035732))",90,50
fossil0171,fossil_Brussels_Belgium,232,,,POINT(4.356090000000052 50.84439000000003),"POLYGON((3.792499788219885 50.483448727441,3.783769428095752 51.2025450860602,4.928410571904351 51.2025450860602,4.919680211780218 50.483448727441,3.792499788219885 50.483448727441))",8,Area Mapping Mode,1,0,1,1,POINT(4.363042 50.845342),"POLYGON((3.815867 50.539238,3.660192 50.977463,4.917414 51.148853,5.06186 50.709023,3.815867 50.539238))",90,50,POINT(4.363041 50.843437),"POLYGON((3.664005 50.707615,3.809237 51.147343,5.066095 50.97506,4.909647 50.536945,3.664005 50.707615))",90,50
fossil0172,fossil_Katowice_Poland,233,,,POINT(19.03105000000005 50.25641000000007),"POLYGON((18.47433800095305 49.89546016937752,18.46589374395256 50.61463039951276,19.59620625604754 50.61463039951276,19.58776199904705 49.89546016937752,18.47433800095305 49.89546016937752))",8,Area Mapping Mode,1,0,1,1,POINT(19.037824 50.257601),"POLYGON((18.524778 49.932755,18.333445 50.364853,19.55789 50.580158,19.738977 50.146114,18.524778 49.932755))",90,50,POINT(19.037824 50.255219),"POLYGON((18.336697 50.143753,18.517811 50.577793,19.742178 50.362446,19.550817 49.930355,18.336697 50.143753))",90,50
fossil0173,fossil_Kuybyskev_Russia,234,,,POINT(50.15000000000003 53.20006000000006),"POLYGON((49.55640236329623 52.83914394833862,49.54638807346737 53.55794734739364,50.7536119265327 53.55794734739364,50.74359763670384 52.83914394833862,49.55640236329623 52.83914394833862))",5,Area Mapping Mode,1,0,1,1,POINT(50.167498 53.210094),"POLYGON((49.499086 52.980581,49.486337 53.42967,50.843046 53.435827,50.841654 52.986673,49.499086 52.980581))",90,50,POINT(50.167498 53.210026),"POLYGON((49.493353 52.986597,49.491941 53.435747,50.848646 53.429613,50.835916 52.980524,49.493353 52.986597))",90,50
fossil0174,fossil_Karachi_Pakistan,235,,,POINT(67.08220000000006 24.90560000000005),"POLYGON((66.68740873598495 24.54397070870306,66.68510429829641 25.26616091652592,67.47929570170373 25.26616091652592,67.47699126401517 24.54397070870306,66.68740873598495 24.54397070870306))",1,Area Mapping Mode,1,0,1,1,POINT(67.233219 25.066309),"POLYGON((67.132607 24.612976,66.755608 24.90373,67.334579 25.519573,67.712097 25.227356,67.132607 24.612976))",90,50,POINT(67.1822 24.9156),"POLYGON((66.704199 25.077247,67.081663 25.36899,67.658941 24.752434,67.281996 24.462143,66.704199 25.077247))",90,50
fossil0175,fossil_Lagos_Nigeria,236,,,POINT(3.388760000000048 6.454710000000034),"POLYGON((3.027406169901752 6.092884533747503,3.026893061014107 6.816273711517654,3.750626938985988 6.816273711517654,3.750113830098343 6.092884533747503,3.027406169901752 6.092884533747503))",2,Area Mapping Mode,1,0,1,1,POINT(3.527766 6.648613),"POLYGON((3.475819 6.189067,3.107646 6.44951,3.579811 7.108153,3.948226 6.847362,3.475819 6.189067))",90,50,POINT(3.249758 6.648616),"POLYGON((2.829281 6.84733,3.197675 7.108152,3.669895 6.449548,3.301744 6.189075,2.829281 6.84733))",90,50
fossil0176,fossil_Luanda_Angola,237,,,POINT(13.23288000000002 -8.81565999999998),"POLYGON((12.86892580103418 -9.177135759114783,12.86963302807001 -8.453825550507268,13.59612697193003 -8.453825550507268,13.59683419896587 -9.177135759114783,12.86892580103418 -9.177135759114783))",4,Area Mapping Mode,1,0,1,1,POINT(13.45288 -8.80566),"POLYGON((13.398452 -9.264961,13.029296 -9.002465,13.507173 -8.346351,13.876013 -8.608382,13.398452 -9.264961))",90,50,POINT(13.437414 -9.096361),"POLYGON((13.01383 -8.899351,13.382774 -8.637087,13.861464 -9.292882,13.492193 -9.555627,13.01383 -8.899351))",90,50
fossil0177,fossil_Peshawar_Pakistan,238,,,POINT(71.57849000000004 34.00800000000004),"POLYGON((71.14729432784742 33.64662549036558,71.14363364412623 34.36782896205548,72.01334635587389 34.36782896205548,72.00968567215267 33.64662549036558,71.14729432784742 33.64662549036558))",3,Area Mapping Mode,1,0,1,1,POINT(71.582393 34.011116),"POLYGON((71.41993 33.568829,71.043961 33.891273,71.746552 34.453186,72.122337 34.128605,71.41993 33.568829))",90,50,POINT(71.582392 34.004884),"POLYGON((71.042519 34.122475,71.418358 34.446983,72.12075 33.884945,71.744728 33.562569,71.042519 34.122475))",90,50
fossil0178,fossil_Khartoum_Sudan,239,,,POINT(32.5599 15.5007),"POLYGON((32.18774015129756 15.13889914365469,32.18644362932309 15.86186044471589,32.9333563706769 15.86186044471589,32.93205984870244 15.13889914365469,32.18774015129756 15.13889914365469))",1,Area Mapping Mode,1,0,1,1,POINT(32.562707 15.504286),"POLYGON((32.496288 15.04631,32.124413 15.316373,32.629421 15.962242,33.001797 15.691334,32.496288 15.04631))",90,50,POINT(32.562707 15.497114),"POLYGON((32.123619 15.684129,32.495956 15.955065,33.000999 15.309235,32.629162 15.039144,32.123619 15.684129))",90,50
fossil0179,fossil_Nairobi_Kenya,240,,,POINT(36.8219 -1.2921),"POLYGON((36.46242514690999 -1.653812627211711,36.46252682884426 -0.9303351668843962,37.18127317115574 -0.9303351668843962,37.18137485309001 -1.653812627211711,36.46242514690999 -1.653812627211711))",2,Area Mapping Mode,1,0,1,1,POINT(36.824486 -1.288427),"POLYGON((36.775429 -1.748255,36.40802 -1.489685,36.873528 -0.828598,37.240887 -1.087101,36.775429 -1.748255))",90,50,POINT(36.824486 -1.295773),"POLYGON((36.408104 -1.094408,36.775486 -0.835939,37.240936 -1.49707,36.873501 -1.755606,36.408104 -1.094408))",90,50
fossil0180,fossil_Miller_Power_Plant_USA,241,,,POINT(-87.12 33.64),"POLYGON((-87.54937747621666 33.27861435774051,-87.55297230676595 33.99986111141043,-86.68702769323404 33.99986111141043,-86.69062252378335 33.27861435774051,-87.54937747621666 33.27861435774051))",4,Area Mapping Mode,1,0,1,1,POINT(-87.116134 33.643133),"POLYGON((-87.275139 33.20015,-87.651497 33.520973,-86.955482 34.085911,-86.579262 33.762978,-87.275139 33.20015))",90,50,POINT(-87.116134 33.636867),"POLYGON((-87.652969 33.75671,-87.276779 34.079643,-86.580803 33.514709,-86.957138 33.193886,-87.652969 33.75671))",90,50
fossil0181,fossil_Tutuka_and_Majuba_Powerplant,62,,,POINT(29.56 -26.95),"POLYGON((29.25715489208176 -27.2204189393692,29.25859888818565 -26.67892361530905,29.86140111181436 -26.67892361530905,29.86284510791825 -27.2204189393692,29.25715489208176 -27.2204189393692))",6,Area Mapping Mode,1,0,1,1,POINT(29.563332 -26.946631),"POLYGON((29.451925 -27.398321,29.07378 -27.100456,29.673849 -26.494854,30.051542 -26.791121,29.451925 -27.398321))",90,50,POINT(29.563332 -26.953369),"POLYGON((29.075106 -26.797827,29.452843 -26.501585,30.0529 -27.107225,29.674709 -27.405066,29.075106 -26.797827))",90,50
fossil0182,fossil_Janschwalde_Germany,3,,,POINT(14.5 51.62),"POLYGON((13.92697782390601 51.25906870198528,13.91785022437023 51.97806803501818,15.08214977562977 51.97806803501818,15.07302217609399 51.25906870198528,13.92697782390601 51.25906870198528))",8,Area Mapping Mode,1,0,1,1,POINT(14.507201 51.620427),"POLYGON((13.897042 51.356789,13.82185 51.803509,15.124447 51.880863,15.186985 51.433388,13.897042 51.356789))",90,50,POINT(14.507201 51.619572),"POLYGON((13.827417 51.432552,13.889983 51.880024,15.192552 51.802635,15.117332 51.355919,13.827417 51.432552))",90,50
fossil0183,fossil_Colstrip_powerplant,244,,,POINT(-106.611 45.8816),"POLYGON((-106.9955957134043 45.61103826612251,-106.9993383381241 46.1508419277396,-106.2226616618759 46.1508419277396,-106.2264042865957 45.61103826612251,-106.9955957134043 45.61103826612251))",3,Area Mapping Mode,1,0,1,1,POINT(-106.605336 45.883751),"POLYGON((-106.958138 45.492458,-107.269653 45.88538,-106.247536 46.273941,-105.941101 45.878273,-106.958138 45.492458))",90,50,POINT(-106.605336 45.879449),"POLYGON((-107.269516 45.873985,-106.963089 46.269646,-105.941071 45.881062,-106.252579 45.488152,-107.269516 45.873985))",90,50
