Target ID,Target Name,Priority Number,High Priority Start Date,High Priority End Date,Site Center WKT,Site Shape WKT,Number of Desired Observations,Mode,Swath Scale,Scan Direction,Glint Check,Rotate Target,Ascending Centroid WKT,Ascending Polygon WKT,Ascending Along,Ascending Across,Descending Centroid WKT,Descending Polygon WKT,Descending Along,Descending Across
fossil0010,fossil_Riyadh_Saudi_Arabia,10,,,POINT(46.68719000000004 24.68218000000007),"POLYGON((46.29309364033878 24.32054529182815,46.2908167457322 25.04275711631926,47.08356325426789 25.04275711631926,47.08128635966131 24.32054529182815,46.29309364033878 24.32054529182815))",3,Area Mapping Mode,1,0,1,1,POINT(46.690386 24.685607),"POLYGON((46.591656 24.231987,46.214806 24.521671,46.789837 25.139162,47.167213 24.848042,46.591656 24.231987))",90,50,POINT(46.690386 24.678753),"POLYGON((46.2136 24.841227,46.590984 25.132315,47.165924 24.514778,46.789066 24.225126,46.2136 24.841227))",90,50
fossil0011,fossil_Dubai_UAE,61,,,POINT(55.30884000000003 25.26951000000003),"POLYGON((54.91289870710585 24.90788964535093,54.91054893609117 25.63004433780424,55.70713106390892 25.63004433780424,55.70478129289421 24.90788964535093,54.91289870710585 24.90788964535093))",3,Area Mapping Mode,1,0,1,1,POINT(55.44884 25.12951),"POLYGON((55.347919 24.676224,54.97089 24.967154,55.55051 25.582727,55.928055 25.290329,55.347919 24.676224))",90,50,POINT(55.556923 25.0065),"POLYGON((55.078373 25.16777,55.455872 25.459812,56.03421 24.843702,55.65723 24.55312,55.078373 25.16777))",90,50
fossil0012,fossil_Wuxi_China,63,,,POINT(120.28857 31.56887000000006),"POLYGON((119.8688282306888 31.2074224428035,119.8655838256462 31.92890822063994,120.7115561743539 31.92890822063994,120.7083117693113 31.2074224428035,119.8688282306888 31.2074224428035))",4,Area Mapping Mode,1,0,1,1,POINT(120.292248 31.572088),"POLYGON((120.150787 31.125711,119.773132 31.438078,120.435074 32.018307,120.812843 31.703995,120.150787 31.125711))",90,50,POINT(120.292247 31.565652),"POLYGON((119.77169 31.697559,120.149437 32.011871,120.811325 31.431641,120.433701 31.119276,119.77169 31.697559))",90,50
fossil0013,fossil_Johannesburg_South_Africa,65,,,POINT(28.04006000000004 -26.20490999999993),"POLYGON((27.6385884358977 -26.56537493723464,27.64105750997115 -25.84331323634569,28.43906249002893 -25.84331323634569,28.44153156410238 -26.56537493723464,27.6385884358977 -26.56537493723464))",6,Area Mapping Mode,1,0,1,1,POINT(28.043345 -26.201521),"POLYGON((27.936131 -26.653881,27.558167 -26.358353,28.149729 -25.749083,28.52721 -26.043066,27.936131 -26.653881))",90,50,POINT(28.043345 -26.208299),"POLYGON((27.559435 -26.049885,27.936907 -25.755869,28.528568 -26.365089,28.150614 -26.66065,27.559435 -26.049885))",90,50
fossil0014,fossil_Tehran_Iran,67,,,POINT(51.42151000000007 35.69439000000006),"POLYGON((50.98154547985223 35.33306675120603,50.97756764543732 36.05406908114344,51.86545235456282 36.05406908114344,51.86147452014791 35.33306675120603,50.98154547985223 35.33306675120603))",3,Area Mapping Mode,1,0,1,1,POINT(51.425589 35.697423),"POLYGON((51.246178 35.258675,50.872463 35.588821,51.606983 36.135902,51.980206 35.803486,51.246178 35.258675))",90,50,POINT(51.425588 35.691356),"POLYGON((50.871037 35.797497,51.244301 36.129864,51.978649 35.58268,51.604893 35.252579,50.871037 35.797497))",90,50
fossil0015,fossil_London_UK,68,,,POINT(-0.1272099999999341 51.50642000000005),"POLYGON((-0.6988246470891113 51.14548733850116,-0.7078926028118531 51.86450084796164,0.4534726028119849 51.86450084796164,0.4444046470892431 51.14548733850116,-0.6988246470891113 51.14548733850116))",8,Area Mapping Mode,1,0,1,1,POINT(-0.120045 51.506956),"POLYGON((-0.718193 51.234169,-0.810593 51.679619,0.485267 51.776665,0.565228 51.330269,-0.718193 51.234169))",90,50,POINT(-0.120046 51.505883),"POLYGON((-0.805315 51.329216,-0.725326 51.775608,0.570497 51.678528,0.47807 51.233082,-0.805315 51.329216))",90,50
fossil0016,fossil_Benha_Egypt,69,,,POINT(31.17858000000007 30.45906000000008),"POLYGON((30.76360579034244 30.09758000397126,30.76053623447419 30.81919038015478,31.59662376552595 30.81919038015478,31.5935542096577 30.09758000397126,30.76360579034244 30.09758000397126))",3,Area Mapping Mode,1,0,1,1,POINT(31.182166 30.462319),"POLYGON((31.049099 30.0144,30.671129 30.322554,31.316463 30.910101,31.69466 30.600086,31.049099 30.0144))",90,50,POINT(31.182166 30.455801),"POLYGON((30.669704 30.593561,31.047871 30.903582,31.693171 30.316044,31.315231 30.007885,30.669704 30.593561))",90,50
fossil0017,fossil_Beijing_China,71,,,POINT(116.39723 39.90750000000003),"POLYGON((115.9318752850915 39.54630349646369,115.9269748195112 40.26678698125344,116.8674851804889 40.26678698125344,116.8625847149086 39.54630349646369,115.9318752850915 39.54630349646369))",3,Area Mapping Mode,1,0,1,1,POINT(116.40184 39.910269),"POLYGON((116.168892 39.483982,115.807045 39.836319,116.637703 40.336082,116.997894 39.981174,116.168892 39.483982))",90,50,POINT(116.40184 39.90473),"POLYGON((115.805855 39.975758,116.166145 40.330593,116.996567 39.830658,116.634621 39.478394,115.805855 39.975758))",90,50
fossil0018,fossil_Jakarta_Indonesia,73,,,POINT(106.8264800000001 -6.171479999999974),"POLYGON((106.4648209504148 -6.533053427942063,106.4653111005888 -5.809656385420122,107.1876488994113 -5.809656385420122,107.1881390495853 -6.533053427942063,106.4648209504148 -6.533053427942063))",16,Area Mapping Mode,1,0,1,1,POINT(106.719096 -6.321541),"POLYGON((106.667358 -6.781112,106.299034 -6.520543,106.770744 -5.861965,107.138832 -6.122202,106.667358 -6.781112))",90,50,POINT(106.936483 -6.325201),"POLYGON((106.516762 -6.125819,106.884888 -5.86562,107.356529 -6.524246,106.988174 -6.784777,106.516762 -6.125819))",90,50
fossil0019,fossil_Al-Ahmadi_Kuwait,74,,,POINT(48.07602000000003 29.09426000000008),"POLYGON((47.66655438987777 28.73274107810917,47.66368880968676 29.45450100227606,48.4883511903133 29.45450100227606,48.48548561012231 28.73274107810917,47.66655438987777 28.73274107810917))",1,Area Mapping Mode,1,0,1,1,POINT(47.895341 28.922262),"POLYGON((47.772835 28.472485,47.394798 28.775181,48.018913 29.371927,48.397297 29.067488,47.772835 28.472485))",90,50,POINT(47.878924 29.176852),"POLYGON((47.375278 29.320885,47.753651 29.626225,48.381149 29.030941,48.003105 28.727364,47.375278 29.320885))",90,50
fossil0020,fossil_Miami_USA,76,,,POINT(-80.19772999999998 25.77481000000006),"POLYGON((-80.59530594273419 25.41320228088724,-80.59771965369563 26.1353070402394,-79.79774034630432 26.1353070402394,-79.80015405726577 25.41320228088724,-80.59530594273419 25.41320228088724))",4,Area Mapping Mode,1,0,1,1,POINT(-80.46773 25.77481),"POLYGON((-80.571892 25.322023,-80.949203 25.614775,-80.36277 26.227522,-79.984962 25.933256,-80.571892 25.322023))",90,50,POINT(-80.45259 26.039737),"POLYGON((-80.936859 26.197157,-80.558975 26.492226,-79.969627 25.880707,-80.347023 25.587172,-80.936859 26.197157))",90,50
fossil0021,fossil_Samut_Prakan_Thailand,77,,,POINT(100.5968872263649 13.59946800439462),"POLYGON((100.2278173682814 13.23764917319291,100.2266960186022 13.96072791914691,100.9670784341275 13.96072791914691,100.9659570844483 13.23764917319291,100.2278173682814 13.23764917319291))",3,Area Mapping Mode,1,0,1,1,POINT(100.731942 13.77616),"POLYGON((100.669395 13.317739,100.298439 13.585278,100.794731 14.234566,101.166153 13.966283,100.669395 13.317739))",90,50,POINT(100.464592 13.772556),"POLYGON((100.030388 13.962674,100.401794 14.230961,100.898087 13.581678,100.527138 13.314136,100.030388 13.962674))",90,50
fossil0022,fossil_Paris_France,19,,,POINT(2.341400000000021 48.85717000000005),"POLYGON((1.800174316502847 48.49619663946908,1.79236340460605 49.21554358712489,2.890436595393993 49.21554358712489,2.882625683497196 48.49619663946908,1.800174316502847 48.49619663946908))",8,Area Mapping Mode,1,0,1,1,POINT(2.347779 48.85877),"POLYGON((1.898422 48.504051,1.651166 48.922527,2.803534 49.21172,3.042561 48.790829,1.898422 48.504051))",90,50,POINT(2.347779 48.85557),"POLYGON((1.653035 48.787655,1.892087 49.208538,3.044353 48.9193,2.797074 48.500832,1.653035 48.787655))",90,50
fossil0023,fossil_Dallas_USA,81,,,POINT(-96.79539999999997 32.77815000000004),"POLYGON((-97.22064691018014 32.41673841761163,-97.22409187999784 33.13808560792788,-96.3667081200021 33.13808560792788,-96.37015308981981 32.41673841761163,-97.22064691018014 32.41673841761163))",3,Area Mapping Mode,1,0,1,1,POINT(-96.791615 32.78132),"POLYGON((-96.943001 32.336834,-97.320023 32.654037,-96.63871 33.22562,-96.261703 32.906376,-96.943001 32.336834))",90,50,POINT(-96.791615 32.77498),"POLYGON((-97.321472 32.900093,-96.944443 33.219296,-96.26326 32.647644,-96.640305 32.330479,-97.321472 32.900093))",90,50
fossil0024,fossil_Tianjin_China,84,,,POINT(117.1766700000001 39.14222000000007),"POLYGON((116.7163307602468 38.78100089459364,116.7116136882736 39.50158002785707,117.6417263117265 39.50158002785707,117.6370092397533 38.78100089459364,116.7163307602468 38.78100089459364))",3,Area Mapping Mode,1,0,1,1,POINT(117.181173 39.145045),"POLYGON((116.95929 38.71603,116.59446 39.06403,117.405777 39.573635,117.769211 39.22311,116.95929 38.71603))",90,50,POINT(117.181172 39.139395),"POLYGON((116.593208 39.217583,116.956734 39.568031,117.767807 39.058258,117.402893 38.710335,116.593208 39.217583))",90,50
fossil0025,fossil_Istanbul_Turkey,85,,,POINT(28.94966000000005 41.01384000000007),"POLYGON((28.47670634493426 40.65267559873763,28.47152645966941 41.37301997704922,29.4277935403307 41.37301997704922,29.42261365506585 40.65267559873763,28.47670634493426 40.65267559873763))",7,Area Mapping Mode,1,0,1,1,POINT(29.054803 41.072796),"POLYGON((28.803478 40.65123,28.447264 41.010529,29.30937 41.493813,29.663464 41.13187,28.803478 40.65123))",90,50,POINT(28.95966 41.06384),"POLYGON((28.351215 41.123152,28.705459 41.484957,29.56698 41.001333,29.210624 40.642175,28.351215 41.123152))",90,50
fossil0026,fossil_Detroit_USA,104,,,POINT(-83.04799999999994 42.33168000000006),"POLYGON((-83.53057592943941 41.97055271609153,-83.5361127579729 42.69073036599353,-82.55988724202699 42.69073036599353,-82.56542407056048 41.97055271609153,-83.53057592943941 41.97055271609153))",7,Area Mapping Mode,1,0,1,1,POINT(-83.043013 42.334245),"POLYGON((-83.316544 41.918682,-83.664932 42.286007,-82.765846 42.749149,-82.420174 42.379116,-83.316544 41.918682))",90,50,POINT(-83.043013 42.329114),"POLYGON((-83.665794 42.374008,-83.320129 42.744026,-82.42115 42.280857,-82.769531 41.913544,-83.665794 42.374008))",90,50
fossil0027,fossil_Philadelphia_USA,153,,,POINT(-75.16217999999998 39.95222000000007),"POLYGON((-75.62783377192416 39.59102480809455,-75.6327451970674 40.31150268807477,-74.69161480293256 40.31150268807477,-74.6965262280758 39.59102480809455,-75.62783377192416 39.59102480809455))",4,Area Mapping Mode,1,0,1,1,POINT(-75.157564 39.954986),"POLYGON((-75.391144 39.528854,-75.752831 39.881428,-74.921059 40.380646,-74.561035 40.025494,-75.391144 39.528854))",90,50,POINT(-75.157564 39.949453),"POLYGON((-75.754036 40.019981,-75.394028 40.375118,-74.562347 39.875874,-74.924026 39.523312,-75.754036 40.019981))",90,50
fossil0028,fossil_San_Jose_USA,89,,,POINT(-121.88542 37.33865000000003),"POLYGON((-122.3346678727425 36.97737672723046,-122.3389816800654 37.69817900065048,-121.4318583199345 37.69817900065048,-121.4361721272574 36.97737672723046,-122.3346678727425 36.97737672723046))",3,Area Mapping Mode,1,0,1,1,POINT(-121.88115 37.341591),"POLYGON((-122.079308 36.906982,-122.449677 37.245247,-121.680687 37.775864,-121.31118 37.435207,-122.079308 36.906982))",90,50,POINT(-121.881151 37.335708),"POLYGON((-122.451065 37.429356,-122.081558 37.769993,-121.312675 37.239334,-121.683044 36.901089,-122.451065 37.429356))",90,50
fossil0029,fossil_New_Delhi_India,90,,,POINT(77.21728000000007 28.63095000000004),"POLYGON((76.80959911030993 28.2694181466221,76.80680019655233 28.99122786065415,77.62775980344787 28.99122786065415,77.62496088969021 28.2694181466221,76.80959911030993 28.2694181466221))",3,Area Mapping Mode,1,0,1,1,POINT(77.220727 28.634269),"POLYGON((77.100082 28.184174,76.722061 28.485889,77.342415 29.084257,77.720795 28.780817,77.100082 28.184174))",90,50,POINT(77.220727 28.62763),"POLYGON((76.720703 28.774214,77.099091 29.077627,77.719345 28.479218,77.341324 28.177526,76.720703 28.774214))",90,50
fossil0030,fossil_Cologne_Germany,2,,,POINT(6.955160000000035 50.94167000000004),"POLYGON((6.390409565314144 50.58073006227818,6.3816306488512 51.29981422438404,7.52868935114887 51.29981422438404,7.519910434685926 50.58073006227818,6.390409565314144 50.58073006227818))",7,Area Mapping Mode,1,0,1,1,POINT(6.962143 50.942574),"POLYGON((6.409035 50.639923,6.259913 51.079105,7.522467 51.242577,7.660198 50.801857,6.409035 50.639923))",90,50,POINT(6.962142 50.940766),"POLYGON((6.264118 50.800041,6.401832 51.240765,7.664341 51.077305,7.515236 50.638123,6.264118 50.800041))",90,50
fossil0031,fossil_Houston_USA,96,,,POINT(-95.36967999999996 29.76058000000006),"POLYGON((-95.78178741114361 29.39907993548257,-95.78475112037187 30.12076737315947,-94.95460887962807 30.12076737315947,-94.95757258885632 29.39907993548257,-95.78178741114361 29.39907993548257))",3,Area Mapping Mode,1,0,1,1,POINT(-95.366149 29.763863),"POLYGON((-95.49427 29.315062,-95.872322 29.62068,-95.236877 30.21254,-94.858536 29.905113,-95.49427 29.315062))",90,50,POINT(-95.366149 29.757297),"POLYGON((-95.873726 29.898561,-95.495399 30.205976,-94.860016 29.614101,-95.238052 29.308493,-95.873726 29.898561))",90,50
fossil0032,fossil_Jeddah_Saudi_Arabia,93,,,POINT(39.18279000000007 21.48172000000005),"POLYGON((38.79775612224839 21.12001406856408,38.79585173067218 21.84251907808761,39.56972826932795 21.84251907808761,39.56782387775175 21.12001406856408,38.79775612224839 21.12001406856408))",1,Area Mapping Mode,1,0,1,1,POINT(39.32247 21.642386),"POLYGON((39.236893 21.186865,38.861591 21.468859,39.408588 22.097864,39.784451 21.81464,39.236893 21.186865))",90,50,POINT(39.340384 21.415317),"POLYGON((38.879425 21.588263,39.255188 21.870922,39.800247 21.241114,39.425053 20.959669,38.879425 21.588263))",90,50
fossil0033,fossil_Washington_DC_USA,94,,,POINT(-77.03195999999997 38.89037000000008),"POLYGON((-77.4906900928948 38.52914339792811,-77.49534847862266 39.24975389243416,-76.56857152137728 39.24975389243416,-76.57322990710514 38.52914339792811,-77.4906900928948 38.52914339792811))",4,Area Mapping Mode,1,0,1,1,POINT(-77.027491 38.893212),"POLYGON((-77.245758 38.46331,-77.611565 38.809853,-76.806572 39.322701,-76.44207 38.973656,-77.245758 38.46331))",90,50,POINT(-77.027492 38.887528),"POLYGON((-77.612862 38.967995,-77.248367 39.317024,-76.443466 38.804146,-76.809273 38.457619,-77.612862 38.967995))",90,50
fossil0034,fossil_Osaka_Japan,95,,,POINT(135.5021619520001 34.69372590900008),"POLYGON((135.0674886362812 34.33237220841968,135.0637021186722 35.05349442828162,135.9406217853279 35.05349442828162,135.9368352677189 34.33237220841968,135.0674886362812 34.33237220841968))",4,Area Mapping Mode,1,0,1,1,POINT(135.506134 34.69681),"POLYGON((135.337021 34.255886,134.961853 34.581398,135.677048 35.137497,136.05191 34.809795,135.337021 34.255886))",90,50,POINT(135.506133 34.690642),"POLYGON((134.960419 34.803715,135.335327 35.131355,136.050339 34.575142,135.675125 34.249691,134.960419 34.803715))",90,50
fossil0035,fossil_Buenos_Aires_Argentina,96,,,POINT(-58.37343999999996 -34.60848999999996),"POLYGON((-58.81144524536109 -34.96826607006663,-58.80767459574112 -34.24713370919442,-57.9392054042588 -34.24713370919442,-57.93543475463883 -34.96826607006663,-58.81144524536109 -34.96826607006663))",1,Area Mapping Mode,1,0,1,1,POINT(-58.69946 -34.861215),"POLYGON((-58.871956 -35.301579,-59.246643 -34.973171,-58.528801 -34.420609,-58.153778 -34.746815,-58.871956 -35.301579))",90,50,POINT(-58.52344 -34.75849),"POLYGON((-59.068237 -34.64344,-58.693111 -34.31768,-57.977139 -34.871105,-58.351948 -35.199062,-59.068237 -34.64344))",90,50
fossil0036,fossil_Mexico_City_Mexico,97,,,POINT(-99.13314999999994 19.43194000000005),"POLYGON((-99.51320582415833 19.07019545101694,-99.5148906061518 19.79287098667811,-98.75140939384809 19.79287098667811,-98.75309417584154 19.07019545101694,-99.51320582415833 19.07019545101694))",2,Area Mapping Mode,1,0,1,1,POINT(-99.130205 19.43547),"POLYGON((-99.207855 18.978886,-99.581924 19.256054,-99.052116 19.892021,-98.67749 19.613766,-99.207855 18.978886))",90,50,POINT(-99.130205 19.42841),"POLYGON((-99.582893 19.606716,-99.208282 19.884964,-98.678513 19.248985,-99.052567 18.971823,-99.582893 19.606716))",90,50
fossil0037,fossil_Shah_Alam_Malaysia,98,,,POINT(101.4942800000001 3.091980000000035),"POLYGON((101.1345482846127 2.730187498210553,101.134304476668 3.453647483422462,101.8542555233321 3.453647483422462,101.8540117153874 2.730187498210553,101.1345482846127 2.730187498210553))",3,Area Mapping Mode,1,0,1,1,POINT(101.553924 3.176392),"POLYGON((101.504318 2.716617,101.13681 2.975482,101.603577 3.636164,101.971199 3.377134,101.504318 2.716617))",90,50,POINT(101.613913 3.007563),"POLYGON((101.196739 3.208371,101.564339 3.467343,102.030937 2.806596,101.663445 2.547781,101.196739 3.208371))",90,50
fossil0038,fossil_Taipei_Taiwan,99,,,POINT(121.5635500000001 25.03737000000007),"POLYGON((121.1683449258114 24.67574392851579,121.1660241410992 25.39792131995228,121.9610758589009 25.39792131995228,121.9587550741888 24.67574392851579,121.1683449258114 24.67574392851579))",7,Area Mapping Mode,1,0,1,1,POINT(121.42223 24.886894),"POLYGON((121.322495 24.433428,120.945572 24.723688,121.522705 25.340294,121.900139 25.048582,121.322495 24.433428))",90,50,POINT(121.603443 24.891596),"POLYGON((121.125526 25.05331,121.502998 25.345001,122.080109 24.728365,121.703156 24.438126,121.125526 25.05331))",90,50
fossil0039,fossil_Phoenix_USA,100,,,POINT(-112.0758 33.44825000000003),"POLYGON((-112.5042431446238 33.08685856906219,-112.5078041113387 33.80812778283742,-111.6437958886612 33.80812778283742,-111.6473568553761 33.08685856906219,-112.5042431446238 33.08685856906219))",2,Area Mapping Mode,1,0,1,1,POINT(-112.071952 33.451391),"POLYGON((-112.229279 33.008076,-112.605759 33.328114,-111.91301 33.894505,-111.536636 33.572376,-112.229279 33.008076))",90,50,POINT(-112.071952 33.445109),"POLYGON((-112.607224 33.566116,-112.230858 33.888229,-111.538185 33.321812,-111.914665 33.001785,-112.607224 33.566116))",90,50
fossil0040,fossil_Wuhan_China,101,,,POINT(114.3247200000001 30.64353000000006),"POLYGON((113.9089716418872 30.28205535141615,113.9058736026716 31.00364519715916,114.7435663973286 31.00364519715916,114.7404683581129 30.28205535141615,113.9089716418872 30.28205535141615))",5,Area Mapping Mode,1,0,1,1,POINT(114.328321 30.646782),"POLYGON((114.193863 30.199116,113.815964 30.507978,114.464027 31.094309,114.842148 30.783571,114.193863 30.199116))",90,50,POINT(114.32832 30.640277),"POLYGON((113.814552 30.777132,114.192703 31.08782,114.840622 30.501408,114.462692 30.192595,113.814552 30.777132))",90,50
fossil0041,fossil_Hangzhou_China,102,,,POINT(120.16142 30.29365000000007),"POLYGON((119.7471338580362 29.93216522534582,119.7440896520959 30.6537939480198,120.5787503479042 30.6537939480198,120.5757061419638 29.93216522534582,119.7471338580362 29.93216522534582))",5,Area Mapping Mode,1,0,1,1,POINT(120.164992 30.296915),"POLYGON((120.033081 29.848791,119.655113 30.156361,120.298119 30.744905,120.676331 30.435488,120.033081 29.848791))",90,50,POINT(120.164992 30.290385),"POLYGON((119.653709 30.428999,120.031929 30.738388,120.674828 30.149788,120.296844 29.842249,119.653709 30.428999))",90,50
fossil0042,fossil_Toronto_Canada,1,,,POINT(-79.38543999999996 43.64869000000004),"POLYGON((-79.87829872296797 43.28759827340157,-79.88422139105603 44.00760850502196,-78.88665860894388 44.00760850502196,-78.89258127703194 43.28759827340157,-79.87829872296797 43.28759827340157))",10,Area Mapping Mode,1,0,1,1,POINT(-79.38022 43.651121),"POLYGON((-79.679962 43.243088,-80.017662 43.619385,-79.076378 44.058361,-78.742142 43.679314,-79.679962 43.243088))",90,50,POINT(-79.380221 43.646259),"POLYGON((-80.01825 43.674473,-79.684013 44.053509,-78.742836 43.614502,-79.080528 43.238216,-80.01825 43.674473))",90,50
fossil0043,fossil_Nanjing_China,104,,,POINT(118.77778 32.06167000000005),"POLYGON((118.3558347928944 31.70023703369554,118.3525099699074 32.42166667736534,119.2030500300927 32.42166667736534,119.1997252071057 31.70023703369554,118.3558347928944 31.70023703369554))",4,Area Mapping Mode,1,0,1,1,POINT(118.781501 32.064869),"POLYGON((118.636093 31.619236,118.258659 31.93354,118.928329 32.510334,119.305832 32.194046,118.636093 31.619236))",90,50,POINT(118.7815 32.058471),"POLYGON((118.257217 32.187687,118.634735 32.503948,119.304291 31.927101,118.926849 31.612825,118.257217 32.187687))",90,50
fossil0044,fossil_Shenyang_China,105,,,POINT(123.4327800000001 41.79222000000004),"POLYGON((122.9542207060614 41.43107768852767,122.9488333318328 42.15132370454914,123.9167266681674 42.15132370454914,123.9113392939387 41.43107768852767,122.9542207060614 41.43107768852767))",2,Area Mapping Mode,1,0,1,1,POINT(123.437678 41.794835),"POLYGON((123.173958 41.376579,122.821976 41.740406,123.704865 42.212479,124.054398 41.84597,123.173958 41.376579))",90,50,POINT(123.437678 41.789605),"POLYGON((122.821014 41.840763,123.170547 42.20726,124.053329 41.735153,123.701347 41.371338,122.821014 41.840763))",90,50
fossil0045,fossil_Melbourne_Australia,106,,,POINT(144.9671500000001 -37.81748999999996),"POLYGON((144.5106364036571 -38.17697457824525,144.5150535312344 -37.45623120295675,145.4192464687657 -37.45623120295675,145.4236635963431 -38.17697457824525,144.5106364036571 -38.17697457824525))",3,Area Mapping Mode,1,0,1,1,POINT(144.971478 -37.814578),"POLYGON((144.765137 -38.247509,144.396912 -37.904404,145.175415 -37.38129,145.544632 -37.72197,144.765137 -38.247509))",90,50,POINT(144.971479 -37.820402),"POLYGON((144.398254 -37.727894,144.767395 -37.38715,145.546112 -37.910126,145.177963 -38.253296,144.398254 -37.727894))",90,50
fossil0046,fossil_Shantou_China,107,,,POINT(116.7147900000001 23.36814000000004),"POLYGON((116.3246128060812 23.00647455782205,116.3224936553329 23.72881055535464,117.1070863446672 23.72881055535464,117.104967193919 23.00647455782205,116.3246128060812 23.00647455782205))",1,Area Mapping Mode,1,0,1,1,POINT(116.56479 23.51814),"POLYGON((116.471474 23.063717,116.095161 23.350279,116.658752 23.972507,117.035614 23.684589,116.471474 23.063717))",90,50,POINT(116.495608 23.609894),"POLYGON((116.024315 23.776012,116.401199 24.064196,116.965706 23.442356,116.589363 23.155537,116.024315 23.776012))",90,50
fossil0047,fossil_Madrid_Spain,108,,,POINT(-3.705769999999973 40.42028000000005),"POLYGON((-4.174594353967393 40.05909846871432,-4.179622152702166 40.77951759119254,-3.23191784729778 40.77951759119254,-3.236945646032581 40.05909846871432,-4.174594353967393 40.05909846871432))",4,Area Mapping Mode,1,0,1,1,POINT(-3.701085 40.42301),"POLYGON((-3.941886 39.998711,-4.301435 40.354053,-3.457229 40.846806,-3.099531 40.488853,-3.941886 39.998711))",90,50,POINT(-3.701086 40.417549),"POLYGON((-4.302585 40.483425,-3.944883 40.841358,-3.100791 40.348564,-3.460343 39.993237,-4.302585 40.483425))",90,50
fossil0048,fossil_Kolkata_India,109,,,POINT(88.37124000000006 22.57054000000005),"POLYGON((87.98330534002241 22.20885689265919,87.98127858859141 22.93126571471385,88.76120141140865 22.93126571471385,88.7591746599777 22.20885689265919,87.98330534002241 22.20885689265919))",1,Area Mapping Mode,1,0,1,1,POINT(88.374325 22.574013),"POLYGON((88.285049 22.119009,87.909225 22.4032,88.464195 23.028969,88.840576 22.743484,88.285049 22.119009))",90,50,POINT(88.374324 22.567067),"POLYGON((87.908104 22.736555,88.284477 23.022026,88.839394 22.396238,88.463577 22.112059,87.908104 22.736555))",90,50
fossil0049,fossil_Pusan_South_Korea,110,,,POINT(129.0402800000001 35.31),"POLYGON((128.6023790313168 34.94866504749815,128.5984758042244 35.66971360945325,129.4820841957757 35.66971360945325,129.4781809686833 34.94866504749815,128.6023790313168 34.94866504749815))",1,Area Mapping Mode,1,0,1,1,POINT(129.040721 35.380498),"POLYGON((128.86467 34.941029,128.490448 35.269676,129.218689 35.81971,129.592499 35.488819,128.86467 34.941029))",90,50,POINT(128.842078 35.459422),"POLYGON((128.289612 35.567211,128.6633 35.898464,129.393051 35.349121,129.018921 35.020123,128.289612 35.567211))",90,50
fossil0050,fossil_Sydney_Australia,111,,,POINT(151.2069100000001 -33.86959999999993),"POLYGON((150.7727662361588 -34.22944107671659,150.776402018829 -33.50822130019899,151.6374179811712 -33.50822130019899,151.6410537638415 -34.22944107671659,150.7727662361588 -34.22944107671659))",3,Area Mapping Mode,1,0,1,1,POINT(150.96755 -33.917656),"POLYGON((150.804321 -34.359917,150.428406 -34.035778,151.129089 -33.475182,151.505188 -33.797192,150.804321 -34.359917))",90,50,POINT(150.966413 -33.675732),"POLYGON((150.430771 -33.553795,150.807083 -33.232815,151.503555 -33.795353,151.127396 -34.118443,150.430771 -33.553795))",90,50
fossil0051,fossil_Xian_China,112,,,POINT(108.92512 34.27050000000003),"POLYGON((108.4926069855866 33.90913344755847,108.4888986199213 34.63030590628238,109.3613413800788 34.63030590628238,109.3576330144135 33.90913344755847,108.4926069855866 33.90913344755847))",4,Area Mapping Mode,1,0,1,1,POINT(108.929049 34.273604),"POLYGON((108.764137 33.831814,108.388412 34.155388,109.095703 34.715172,109.471191 34.389439,108.764137 33.831814))",90,50,POINT(108.929048 34.267396),"POLYGON((108.386948 34.383228,108.762398 34.708961,109.469643 34.149185,109.093956 33.825607,108.386948 34.383228))",90,50
fossil0052,fossil_Chengdu_China,113,,,POINT(104.0758000000001 30.67190000000005),"POLYGON((103.6599319449112 30.31042617547351,103.656829505132 31.03201285731109,104.4947704948681 31.03201285731109,104.4916680550889 30.31042617547351,103.6599319449112 30.31042617547351))",7,Area Mapping Mode,1,0,1,1,POINT(104.079403 30.675151),"POLYGON((103.94471 30.22753,103.566833 30.536514,104.215347 31.122633,104.593437 30.811769,103.94471 30.22753))",90,50,POINT(104.079403 30.668648),"POLYGON((103.565422 30.805328,103.943542 31.116146,104.591919 30.529949,104.214012 30.22101,103.565422 30.805328))",90,50
fossil0053,fossil_Huhot_China,114,,,POINT(118.54583 25.76444000000004),"POLYGON((118.1482880505816 25.40283201898684,118.145875663675 26.12493781023424,118.9457843363251 26.12493781023424,118.9433719494185 25.40283201898684,118.1482880505816 25.40283201898684))",4,Area Mapping Mode,1,0,1,1,POINT(118.549089 25.76784),"POLYGON((118.444931 25.315054,118.067642 25.607805,118.654045 26.220551,119.03183 25.926287,118.444931 25.315054))",90,50,POINT(118.549089 25.76104),"POLYGON((118.066399 25.919538,118.444199 26.213762,119.030487 25.600954,118.653183 25.308243,118.066399 25.919538))",90,50
